time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-04-19T16:07:01.146Z,32.6203,-70.8364,10,4.5,mb,120,71,5.194,1,us,us6000k5k8,2023-07-03T02:47:08.040Z,"off the east coast of the United States",earthquake,8.55,1.802,0.054,100,reviewed,us,us
2023-02-10T03:10:58.540Z,36.5463333333333,-89.7118333333333,6.63,3.12,md,71,25,0.03816,0.14,nm,nm60509971,2023-04-15T21:39:52.040Z,"7 km S of Catron, Missouri",earthquake,0.14,0.45,0.153181398347796,56,reviewed,nm,nm
2023-02-06T11:15:49.769Z,42.8605,-78.7853,5.677,3.8,mb_lg,23,114,0.389,0.47,us,us6000jlqv,2024-04-05T14:56:23.706Z,"1 km NE of West Seneca, New York",earthquake,2.18,7.439,0.208,6,reviewed,us,us
2023-01-28T15:30:45.114Z,49.0646,-68.1999,10.599,3,ml,9,170,0.761,0.42,us,us6000jk4e,2023-04-11T18:51:39.040Z,"15 km SSE of Hauterive, Canada",earthquake,4.94,9.151,0.074,24,reviewed,us,us
2023-01-14T06:27:22.051Z,44.6651,-68.5787,9.593,3.3,mb_lg,23,123,0.78,0.34,us,us7000j4c9,2023-04-05T16:32:14.310Z,"7 km ESE of Dedham, Maine",earthquake,2.09,7.056,0.079,43,reviewed,us,us
2022-11-15T02:23:33.302Z,45.7212,-73.6966,7.952,3,mb_lg,28,82,0.227,0.39,us,us7000iprx,2023-10-15T04:49:14.617Z,"southern Quebec, Canada",earthquake,1.85,7.558,0.073,50,reviewed,us,us
2022-11-11T06:09:30.880Z,36.3435,-89.433,4.38,3.19,md,57,35,0.05148,0.17,nm,nm60415496,2023-01-21T19:27:21.040Z,"5 km SE of Tiptonville, Tennessee",earthquake,0.18,0.26,0.152904569240703,44,reviewed,nm,nm
2022-08-17T06:55:10.672Z,44.687,-67.6413,5,3,mb_lg,13,173,0.133,0.23,us,us6000ibip,2022-10-28T02:26:41.040Z,"3 km SE of Centerville, Maine",earthquake,1.73,1.981,0.082,39,reviewed,us,us
2022-08-11T07:37:15.846Z,49.0129,-67.995,10.501,3,mb_lg,22,113,0.696,0.25,us,us6000i9wg,2022-10-21T23:20:28.040Z,"25 km SSE of Baie-Comeau, Canada",earthquake,5.23,8.536,0.106,23,reviewed,us,us
2022-06-29T23:03:01.140Z,34.1653333,-80.727,2.75,3.6,mw,26,41,0.03873,0.34,se,se60401416,2024-03-09T14:53:01.630Z,"6 km E of Elgin, South Carolina",earthquake,0.52,0.75,,0,reviewed,se,se
2022-06-29T18:43:56.890Z,34.1668333,-80.7286667,2.68,3.5,mw,24,41,0.04077,0.27,se,se60401376,2022-10-31T01:55:52.775Z,"6 km E of Elgin, South Carolina",earthquake,0.38,0.6,,29,reviewed,se,se
2022-06-26T05:31:54.680Z,34.1666667,-80.7246667,3.52,3.4,mw,25,63,0.03841,0.33,se,se60400941,2024-03-27T05:51:54.048Z,"6 km E of Elgin, South Carolina",earthquake,0.52,0.64,,25,reviewed,se,se
2022-06-18T08:05:23.720Z,32.4525,-82.1405,0.75,3.9,mw,23,60,0.8316,0.29,se,se60400186,2022-09-12T22:05:12.183Z,"7 km E of Stillmore, Georgia",earthquake,0.52,0.12,,96,reviewed,se,se
2022-05-31T08:40:31.990Z,36.1851667,-89.3806667,11.19,3.21,md,80,48,0.04494,0.14,nm,nm60397126,2023-11-07T17:14:57.368Z,"12 km SE of Ridgely, Tennessee",earthquake,0.17,0.26,0.13,73,reviewed,nm,nm
2022-05-09T05:32:47.550Z,34.1588333,-80.731,3.95,3.25,md,24,63,0.03703,0.32,se,se60393731,2023-06-07T03:22:20.472Z,"5 km ESE of Elgin, South Carolina",earthquake,0.49,0.69,0.086,18,reviewed,se,se
2022-01-13T07:42:38.881Z,48.9851,-68.0734,14.83,3,ml,,159,0.751,0.18,us,us7000gbtq,2022-03-19T22:07:57.040Z,"26 km SSE of Baie-Comeau, Canada",earthquake,3.7,9,0.074,24,reviewed,us,us
2022-01-10T07:44:57.734Z,47.652,-69.823,17.97,3.2,mb_lg,,113,0.775,0.33,us,us7000gahx,2022-03-19T22:07:35.040Z,"14 km N of Saint-Pascal, Canada",earthquake,3.5,7.5,0.098,27,reviewed,us,us
2021-12-27T19:18:54.190Z,34.1823333,-80.7196667,3.07,3.3,mlg,21,62,0.3184,0.4,se,se60377836,2023-07-24T19:54:58.008Z,"5 km SSW of Lugoff, South Carolina",earthquake,0.64,1.4,,0,reviewed,se,se
2021-12-22T06:20:48.490Z,32.7843333,-86.7655,0.01,3.1,md,9,92,0.3212,0.38,se,se60140943,2022-03-01T16:39:16.040Z,"10 km E of Maplesville, Alabama",earthquake,1.53,0.16,0.142,13,reviewed,se,se
2021-12-12T17:52:56.070Z,38.691,-83.5815,14.51,3.04,md,18,89,0.2959,0.22,se,se60140143,2022-10-25T16:50:09.390Z,"2 km E of Manchester, Ohio",earthquake,0.39,0.59,0.137,11,reviewed,se,se
2021-11-18T02:53:03.820Z,36.9076667,-90.543,16.46,4,mw,99,44,0.1577,0.23,nm,nm60363582,2023-11-26T20:23:50.603Z,"7 km S of Williamsville, Missouri",earthquake,0.26,0.31,,0,reviewed,nm,nm
2021-10-26T10:29:59.740Z,36.8943,-82.9601,0,3.1,mb_lg,,26,0.588,0.43,us,us6000fxkz,2022-01-08T17:42:40.040Z,"Tennessee-Virginia border region",mining explosion,1.2,2,0.053,93,reviewed,us,us
2021-09-27T22:21:57.620Z,32.944,-80.154,6.75,3.27,md,17,83,0.01826,0.13,se,se60370971,2021-12-20T01:46:52.957Z,"South Carolina",earthquake,0.24,0.26,0.205,22,reviewed,se,se
2021-09-13T04:04:58.610Z,36.2423333,-89.41,9.36,3.28,md,84,46,0.01474,0.13,nm,nm60369491,2021-11-23T15:11:05.040Z,"7 km ESE of Ridgely, Tennessee",earthquake,0.15,0.29,0.072,62,reviewed,nm,nm
2021-08-27T15:49:29.298Z,46.8485,-76.5006,14.41,3.3,mwr,,103,1.486,0.63,us,us7000f4w1,2021-11-06T20:29:00.040Z,"55 km NW of Saint-Boniface, Canada",earthquake,5.2,7.1,,10,reviewed,us,slm
2021-08-13T11:57:34.970Z,35.9163333,-84.8531667,0.17,4.3,mw,27,32,0.2706,0.44,se,se60133543,2021-10-29T14:46:06.040Z,"2 km ENE of Crab Orchard, Tennessee",mine collapse,0.84,4.51,,8,reviewed,se,se
2021-08-13T11:57:17.150Z,35.8766667,-84.8981667,0.03,3.09,md,24,51,0.2842,0.64,se,se60353147,2021-10-29T14:46:06.040Z,"4 km SSW of Crab Orchard, Tennessee",mine collapse,1.28,6.37,0.063,20,reviewed,se,se
2021-08-08T19:55:18.252Z,30.1465,-79.6066,0,3.9,ml,,109,2.164,0.82,us,us6000f3fj,2021-10-23T15:45:54.040Z,"163 km E of Saint Augustine Beach, Florida",experimental explosion,7.1,1.9,0.055,44,reviewed,us,us
2021-07-16T17:48:33.533Z,30.0852,-79.3251,0,3.9,ml,,110,2.415,0.75,us,us7000emme,2021-09-25T21:07:51.040Z,"186 km ENE of Flagler Beach, Florida",experimental explosion,3,2,0.055,44,reviewed,us,us
2021-06-18T19:48:39.595Z,29.7433,-79.3493,0,3.9,ml,,108,2.445,0.58,us,us7000ee8n,2021-10-12T02:09:54.857Z,"169 km ENE of Ponce Inlet, Florida",experimental explosion,6.3,2,0.059,38,reviewed,us,us
2021-06-17T19:18:02.410Z,39.8305,-87.2866667,6.26,3.82,mw,21,89,0.5669,0.34,nm,nm60344372,2023-11-26T20:27:42.213Z,"Illinois-Indiana border region",earthquake,0.36,0.71,,0,reviewed,nm,nm
2021-05-17T11:03:22.854Z,45.8075,-73.5278,12.09,3.3,mb_lg,,95,0.314,0.49,us,us7000e3rp,2023-10-15T05:01:58.062Z,"5 km SW of L'Épiphanie, Canada",earthquake,1.6,6.5,0.062,67,reviewed,us,us
2020-12-09T12:31:16.046Z,45.0951,-67.1595,7.72,3,ml,,110,0.226,0.2,us,us7000cpfi,2021-02-20T16:10:55.040Z,"4 km WNW of Robbinston, Maine",earthquake,1.4,7.9,0.064,32,reviewed,us,us
2020-11-08T14:10:06.958Z,41.5208,-70.9546,10,3.6,mwr,,162,0.234,0.72,us,us7000cc4d,2024-04-06T20:51:42.989Z,"10 km S of Bliss Corner, Massachusetts",earthquake,2,1.9,0.05,38,reviewed,us,us
2020-10-30T18:28:42.260Z,48.4066,-78.5086,2.38,3.6,mb_lg,,80,0.546,0.42,us,us7000c84u,2021-01-18T23:01:49.040Z,"34 km WSW of Amos, Canada",earthquake,5.9,7.2,0.085,36,reviewed,us,us
2020-09-09T06:00:13.553Z,40.3023,-74.2892,5.61,3.1,mb_lg,,146,0.434,0.53,us,us7000bk7f,2024-04-05T15:26:05.019Z,"3 km WSW of Marlboro, New Jersey",earthquake,2,1.5,0.052,96,reviewed,us,us
2020-09-03T15:07:53.153Z,31.0271,-87.1846,4,3.8,mwr,,78,0.182,0.8,us,us7000bh6x,2020-12-05T16:29:19.553Z,"1 km W of Pollard, Alabama",earthquake,2.4,1.9,0.063,24,reviewed,us,us
2020-08-30T02:34:42.510Z,35.5386667,-90.4556667,8.16,3.6,mw,73,37,0.01117,0.19,nm,nm60327326,2020-11-07T18:48:35.040Z,"3 km WNW of Marked Tree, Arkansas",earthquake,0.2,0.31,,0,reviewed,nm,nm
2020-08-21T22:55:09.777Z,41.9125,-83.3179,9.2,3.2,mwr,,80,0.463,0.6,us,us6000bis9,2024-01-25T01:41:50.365Z,"2 km SSE of Detroit Beach, Michigan",earthquake,0.9,5.3,0.083,14,reviewed,us,us
2020-08-09T12:07:37.650Z,36.4743333,-81.0865,4.14,5.1,mw,34,50,0.4521,0.38,se,se60324281,2024-04-07T01:51:43.830Z,"4 km SE of Sparta, North Carolina",earthquake,0.4,1.81,,0,reviewed,se,se
2020-05-10T08:33:14.740Z,35.1405,-85.8918333,8.43,3.13,md,26,41,0.0822,0.18,se,se60316866,2020-07-29T22:14:27.040Z,"7 km SSE of Sewanee, Tennessee",earthquake,0.29,0.57,0.062,21,reviewed,se,se
2020-05-09T19:04:19.037Z,47.0127,-75.8523,15.64,3.6,mwr,,102,1.198,0.5,us,us70009dfq,2023-10-15T05:01:15.996Z,"46 km NW of Ferme-Neuve, Canada",earthquake,5,3.4,0.086,13,reviewed,us,us
2020-05-06T15:03:41.193Z,45.0596,-72.8946,14.1,3.1,mb_lg,,100,0.541,0.65,us,us70009b45,2020-07-29T22:14:10.040Z,"9 km SE of Bedford, Canada",earthquake,1.8,8,0.077,44,reviewed,us,us
2020-03-29T07:21:04.745Z,45.8485,-73.528,10.51,3,mb_lg,,85,0.354,0.42,us,us70008i6u,2020-06-13T18:44:39.040Z,"3 km W of L'Épiphanie, Canada",earthquake,3.7,8.6,0.07,53,reviewed,us,us
2020-03-11T10:43:39.657Z,43.2925,-73.6371,12.55,3.1,mb_lg,,51,0.094,0.32,us,us60008dlh,2021-03-02T19:11:41.452Z,"0 km SSW of South Glens Falls, New York",earthquake,2.1,4.3,0.058,78,reviewed,us,us
2020-01-20T19:12:11.260Z,36.4305,-84.0268333,34.84,3.8,mb,36,32,0.1218,0.18,se,se60300191,2023-12-08T00:59:14.768Z,"2 km NE of Fincastle, Tennessee",earthquake,0.27,0.37,,6,reviewed,se,se
2020-01-13T10:37:59.295Z,44.993,-73.9659,6.41,3.4,mb_lg,,71,0.562,0.28,us,us70006z44,2024-04-05T15:30:56.544Z,"5 km SW of Franklin, Canada",earthquake,1.4,3.4,0.062,67,reviewed,us,us
2019-11-15T04:14:48.290Z,48.2761,-71.014,19.11,3,mb_lg,,191,0.348,0.32,us,us60006bv5,2020-02-07T20:21:20.040Z,"16 km SSE of Saguenay, Canada",earthquake,3.5,7.4,0.114,20,reviewed,us,us
2019-10-12T13:55:25.560Z,36.5545,-89.6478333,8.28,3.04,md,72,21,0.02981,0.16,nm,nm60290066,2019-12-28T20:45:48.040Z,"4 km WSW of Howardville, Missouri",earthquake,0.16,0.32,0.077,69,reviewed,nm,nm
2019-09-27T08:47:45.850Z,36.5558333,-89.6481667,8.23,3.27,md,67,22,0.03076,0.12,nm,nm60287956,2019-12-20T19:03:11.040Z,"4 km WSW of Howardville, Missouri",earthquake,0.15,0.32,0.142,71,reviewed,nm,nm
2019-09-27T04:42:20.120Z,36.7713333,-89.2541667,16.82,3.03,md,53,41,0.09948,0.15,nm,nm60287946,2019-12-20T19:03:09.040Z,"6 km NE of Pinhook, Missouri",earthquake,0.19,0.39,0.12,50,reviewed,nm,nm
2019-08-29T12:12:47.107Z,47.303,-70.434,3.69,3.3,mwr,,89,0.256,0.62,us,us700059m4,2019-11-15T17:20:03.040Z,"15 km NW of St-Jean-Port-Joli, Canada",earthquake,3,9.5,0.075,17,reviewed,us,us
2019-07-13T17:56:47.134Z,47.1679,-76.326,15.24,3.7,mb_lg,,108,1.407,0.5,us,us70004jmv,2019-09-28T20:00:30.040Z,"78 km NNW of Saint-Boniface, Canada",earthquake,4.7,6.5,0.052,95,reviewed,us,us
2019-06-13T00:30:57.950Z,40.4218333,-77.5056667,26.71,3.44,ml,45,36,0.2605,0.4,ld,ld60171121,2024-04-05T15:34:04.821Z,"9 km N of Blain, Pennsylvania",earthquake,0.41,0.5,0.153,8,reviewed,ld,ld
2019-06-10T14:50:45.302Z,41.6797,-81.4564,2,4,mb,,30,0.157,0.51,us,us70003xny,2023-08-28T16:13:59.778Z,"1 km NW of Timberlake, Ohio",earthquake,4.4,1.9,0.108,27,reviewed,us,us
2019-06-01T21:22:51.889Z,26.1818,-66.6189,10,4.2,mb,,140,6.219,0.94,us,us70003u8q,2019-08-24T21:17:46.040Z,"North Atlantic Ocean",earthquake,5.7,1.9,0.167,10,reviewed,us,us
2019-04-24T10:56:54.100Z,36.1358333,-89.4398333,14.16,3.69,mw,79,60,0.05408,0.12,nm,nm60268341,2023-11-26T20:36:40.645Z,"12 km NNW of Dyersburg, Tennessee",earthquake,0.15,0.22,,50,reviewed,nm,nm
2019-04-11T20:11:00.727Z,31.0832,-87.1989,9.54,3.1,mwr,,83,0.047,0.52,us,us700034pm,2019-06-20T19:03:18.040Z,"6 km NNW of Pollard, Alabama",earthquake,2.5,3.2,,4,reviewed,us,slm
2019-04-09T11:22:43.100Z,40.398,-71.9855,7.06,3.04,ml,9,245,1.006,0.23,ld,ld60168101,2021-05-13T22:01:35.060Z,"63 km SSE of Sagaponack, New York",earthquake,1.25,31.61,0.233,11,reviewed,ld,ld
2019-03-11T18:36:21.090Z,31.0414,-87.2687,5,3.1,mb_lg,,163,0.226,0.44,us,us1000jdt6,2019-05-24T21:21:33.040Z,"4 km N of Flomaton, Alabama",earthquake,2.8,2,0.102,25,reviewed,us,us
2019-03-05T20:56:02.390Z,36.2955,-83.7356667,17.07,3.37,md,33,37,0.1815,0.11,se,se60233907,2020-01-23T11:43:13.995Z,"7 km NE of Maynardville, Tennessee",earthquake,0.32,0.46,0.195,31,reviewed,se,se
2019-02-08T07:23:37.310Z,46.5065,-81.1683,2.2,3.1,mb_lg,,127,2.174,0.58,us,us2000jf93,2022-08-08T12:08:53.542Z,"7 km SW of Azilda, Canada",earthquake,6.3,5.9,0.068,57,reviewed,us,us
2019-01-15T23:30:48.660Z,37.2318,-73.0097,10,4.6,mww,,74,2.146,1.2,us,us2000j4bf,2024-04-05T19:50:12.763Z,"220 km SE of Ocean City, Maryland",earthquake,6.8,1.9,0.089,12,reviewed,us,us
2019-01-10T13:49:00.570Z,45.3837,-66.2921,5,3.4,mwr,,121,0.47,0.36,us,us2000j2is,2019-04-02T20:51:58.040Z,"22 km NW of Saint John, Canada",earthquake,4.9,2,,6,reviewed,us,slm
2018-12-16T04:12:02.030Z,36.0383333,-83.6955,19.69,3.01,md,25,44,0.1909,0.19,se,se60222112,2019-03-05T21:06:28.148Z,"5 km ESE of Mascot, Tennessee",earthquake,0.29,0.75,0.091,22,reviewed,se,se
2018-12-12T09:14:43.610Z,35.6123333,-84.732,7.87,4.4,mw,32,40,,0.14,se,se60247871,2023-08-23T05:28:54.620Z,"12 km NNE of Decatur, Tennessee",earthquake,0.22,0.66,,0,reviewed,se,se
2018-11-22T01:55:41.000Z,36.4481667,-89.5365,9.77,3.12,md,71,27,0.05864,0.1,nm,nm60245401,2019-02-02T20:02:28.040Z,"9 km NW of Tiptonville, Tennessee",earthquake,0.11,0.24,0.1,70,reviewed,nm,nm
2018-10-22T11:06:20.250Z,36.2715,-89.4448333,6.52,3.27,md,52,48,0.02981,0.08,nm,nm60216622,2019-04-24T11:34:50.848Z,"3 km ENE of Ridgely, Tennessee",earthquake,0.14,0.31,0.1,44,reviewed,nm,nm
2018-05-08T21:27:39.510Z,43.7347,-78.949,5.05,3,mb_lg,,,,0.52,us,us1000e121,2018-08-08T15:19:40.040Z,"14 km SSE of Ajax, Canada",earthquake,1.2,3.5,,,reviewed,ott,ott
2018-05-06T16:47:09.220Z,27.871,-88.6778,10,4.6,mb,,71,2.684,0.77,us,us1000dzed,2019-07-18T05:24:54.376Z,"169 km SSE of Venice, Louisiana",earthquake,7.1,1.9,0.042,170,reviewed,us,us
2018-04-29T22:32:08.320Z,36.2968333,-83.3895,21.17,3.1,md,30,50,0.07607,0.15,se,se60197892,2019-02-23T08:49:19.978Z,"10 km WSW of Bean Station, Tennessee",earthquake,0.22,0.49,0.058,25,reviewed,se,se
2018-04-20T00:01:35.350Z,42.1181,-83.015,2.7,3.4,mwr,,27,0.51,0.73,us,us1000dny9,2022-01-22T23:19:13.937Z,"Michigan",earthquake,1.7,2.9,0.098,10,reviewed,us,us
2018-04-17T22:59:24.170Z,46.6803,-75.6085,18,3.4,mb_lg,,,,0.94,us,us1000dqct,2018-07-17T02:05:29.040Z,"12 km W of Ferme-Neuve, Canada",earthquake,3.3,2,,,reviewed,ott,ott
2018-01-29T22:04:06.850Z,46.3973,-75.3136,18,3,mb_lg,,,,0.82,us,us2000cr6s,2018-04-25T01:39:36.040Z,"22 km SE of Mont-Laurier, Canada",earthquake,3.1,2,,,reviewed,ott,ott
2018-01-21T06:08:55.950Z,46.3836,-75.0633,16.84,3,mb_lg,,102,0.391,0.75,us,us2000cmb5,2018-04-10T01:11:50.040Z,"15 km WSW of Rivière-Rouge, Canada",earthquake,3.8,2.7,,,reviewed,us,ott
2018-01-16T16:57:54.810Z,36.1631667,-89.686,9.42,3.64,mw,73,36,0.04498,0.13,nm,nm60186242,2023-11-26T20:41:40.668Z,"4 km SW of Caruthersville, Missouri",earthquake,0.13,0.38,,9,reviewed,nm,nm
2018-01-04T15:42:27.560Z,46.9007,-70.7725,18,3.4,mb_lg,,,,0.79,us,us1000c0wi,2022-08-07T22:47:50.508Z,"18 km SSE of Beaupré, Canada",earthquake,5,7.7,,,reviewed,ott,ott
2017-12-28T08:51:13.590Z,47.0709,-76.2872,16.29,3.6,mb_lg,,71,0.55,0.58,us,us1000bx2j,2018-03-17T01:54:37.040Z,"67 km NNW of Saint-Boniface, Canada",earthquake,1.3,6.7,0.051,100,reviewed,us,us
2017-11-30T21:47:31.250Z,39.1977,-75.4325,9.87,4.1,mwr,,129,0.633,1.3,us,us1000bjkn,2024-04-05T19:13:46.641Z,"3 km NNE of Little Creek, Delaware",earthquake,2.5,4.4,0.031,100,reviewed,ld,us
2017-10-19T11:08:55.000Z,46.18,-74.75,10,3.1,mb_lg,,,,1.11,us,us1000auge,2018-01-11T02:22:07.040Z,"2 km NNW of Lac-Simon, Canada",earthquake,3,8.3,,,reviewed,ott,ott
2017-10-15T10:16:25.870Z,35.834,-90.117,16.61,3.64,mw,69,32,0.04726,0.15,nm,nm60181262,2018-01-11T02:22:01.040Z,"6 km SE of Manila, Arkansas",earthquake,0.24,0.19,,280,reviewed,nm,nm
2017-10-06T06:16:43.000Z,49.06,-67.92,22,3.3,mb_lg,,,,0.38,us,us2000b2dh,2018-01-03T01:54:47.040Z,"24 km SE of Baie-Comeau, Canada",earthquake,4.4,7.8,,,reviewed,ott,ott
2017-09-19T11:47:28.710Z,38.4238333,-87.9098333,11.68,3.8,mw,36,31,0.1008,0.18,nm,nm60207021,2020-03-05T14:13:51.248Z,"4 km N of Bellmont, Illinois",earthquake,0.25,0.43,,62,reviewed,nm,nm
2017-09-13T17:33:10.930Z,37.4728333,-80.703,17.77,3.2,md,20,48,0.3449,0.16,se,se60179327,2019-10-27T15:06:51.518Z,"11 km NE of Peterstown, West Virginia",earthquake,0.32,0.77,0.19,23,reviewed,se,se
2017-09-09T04:15:29.110Z,38.425,-87.913,11.76,3.06,md,32,37,0.1032,0.17,nm,nm60179177,2017-12-29T15:42:42.253Z,"4 km N of Bellmont, Illinois",earthquake,0.23,0.5,0.095,33,reviewed,nm,nm
2017-08-18T15:18:21.070Z,36.4465,-89.5915,12.57,3.18,md,73,28,0.02964,0.11,nm,nm60177702,2022-08-07T15:07:58.470Z,"8 km SSE of Marston, Missouri",earthquake,0.12,0.21,0.094,55,reviewed,nm,nm
2017-07-31T14:50:34.000Z,45.88,-75.46,21.5,3.1,mb_lg,,,,0.48,us,us2000a5ah,2017-10-18T01:54:11.040Z,"30 km NNE of Val-des-Monts, Canada",earthquake,4.7,8.9,,,reviewed,ott,ott
2017-07-31T02:16:19.620Z,36.3061667,-89.4903333,4.81,3.05,md,72,27,0.02404,0.15,nm,nm60203501,2017-10-18T01:54:11.040Z,"4 km N of Ridgely, Tennessee",earthquake,0.15,0.19,0.261,52,reviewed,nm,nm
2017-07-01T18:07:32.460Z,38.85,-89.2275,16.79,3.12,mw,23,88,0.1728,0.16,nm,nm60173557,2017-09-27T02:03:21.040Z,"9 km SSE of Mulberry Grove, Illinois",earthquake,0.22,0.3,,12,reviewed,nm,nm
2017-06-20T15:14:04.910Z,33.4275,-82.0168333,12.93,3.2,mlg,25,46,0.347,0.19,se,se60172262,2021-08-17T16:57:40.839Z,"6 km SW of Augusta, Georgia",earthquake,0.35,0.81,,94,reviewed,se,se
2017-06-03T03:08:40.020Z,39.9166,-81.2934,1.73,3.4,mwr,,23,0.338,0.59,us,us20009kfw,2019-03-05T23:17:56.298Z,"1 km WNW of Batesville, Ohio",earthquake,1.7,6.5,,39,reviewed,us,slm
2017-05-24T16:24:05.210Z,39.2296,-82.4759,10,3.4,mb_lg,,17,0.312,0.56,us,us10008uvu,2019-02-15T18:29:48.485Z,"1 km S of McArthur, Ohio",earthquake,4.6,8.1,0.041,158,reviewed,us,us
